"player","salary","season"
"Lucas Nogueira",2432233,2017
"Terry Rozier",2413396,2017
"James Young",2310553,2017
"Rashad Vaughn",2292627,2017
"Kevin Seraphin",2278652,2017
"Wade Baldwin",2270752,2017
"Tyler Ennis",2194949,2017
"Sam Dekker",2178087,2017
"Joffrey Lauvergne",2164363,2017
"Henry Ellenson",2157276,2017
"Gary Harris",2096208,2017
"Jerian Grant",2079953,2017
"Malik Beasley",2060053,2017
"RJ Hunter",2057420,2017
"Bruno Caboclo",2012353,2017
"Delon Wright",1996706,2017
"Jarrett Jack",1989648,2017
"Caris LeVert",1977718,2017
"Chris Andersen",1964272,2017
"James Jones",1964272,2017
"David West",1964272,2017
"Raymond Felton",1964272,2017
"Brandon Bass",1964272,2017
"Metta World Peace",1964272,2017
"Jason Terry",1964272,2017
"Steve Novak",1964272,2017
"Caron Butler",1964272,2017
"David Lee",1964272,2017
"Mitch McGary",1931841,2017
"Justin Anderson",1916802,2017
"Marcelo Huertas",1898876,2017
"DeAndre Bembry",1898573,2017
"Jordan Adams",1854670,2017
"Demetrius Jackson",1835580,2017
"Malachi Richardson",1822769,2017
"Gerald Green",1785701,2017
"Sasha Vujacic",1785701,2017
"Rodney Hood",1780538,2017
"Bobby Portis",1778108,2017
"JaVale McGee",1776856,2017
"Marreese Speights",1776856,2017
"Michael Beasley",1776856,2017
"Rondae Hollis-Jefferson",1766715,2017
"Willy Hernangomez",1740637,2017
"Deyonta Davis",1733331,2017
"Nikola Jokic",1719749,2017
"Shabazz Napier",1709141,2017
"Tyus Jones",1695924,2017
"Sasha Kaun",1688000,2017
"Timothe Luwawu",1679822,2017
"Alan Anderson",1665249,2017
"Ty Lawson",1665249,2017
"Marcus Thornton",1665249,2017
"Clint Capela",1640933,2017
"Jarell Martin",1628172,2017
"Brice Johnson",1612678,2017
"Jeremy Evans",1553643,2017
"Luke Babbitt",1553643,2017
"Jordan Mickey",1549044,2017
"CJ Wilcox",1531254,2017
"Larry Nance Jr",1528823,2017
"Terrence Jones",1528208,2017
"Pascal Siakam",1514088,2017
"Kyle Anderson",1509075,2017
"Josh Huestis",1508315,2017
"Chris McCullough",1508315,2017
"Skal Labissiere",1504973,2017
"Livio Jean-Charles",1504973,2017
"Kevon Looney",1497378,2017
"Dejounte Murray",1493884,2017
"Damian Jones",1483098,2017
"Hollis Thompson",1431803,2017
"Isaiah Whitehead",1359779,2017
"Joseph Young",1332178,2017
"Rakeem Christmas",1332178,2017
"Brian Roberts",1330430,2017
"Pablo Prigioni",1330430,2017
"Thomas Robinson",1330430,2017
"John Jenkins",1330430,2017
"Glenn Robinson III",1329846,2017
"Montrezl Harrell",1322884,2017
"Ivica Zubac",1310054,2017
"Richaun Holmes",1296299,2017
"Anthony Brown",1296094,2017
"Mike Muscala",1285787,2017
"Anthony Bennett",1285787,2017
"Isaiah Canaan",1285787,2017
"Ian Clark",1285787,2017
"Justin Holiday",1285787,2017
"Robert Covington",1285787,2017
"Jeff Withey",1285787,2017
"DeAndre Liggins",1285785,2017
"Walter Tavares",1273512,2017
"Joe Harris",1241145,2017
"Sean Kilpatrick",1241145,2017
"Nick Johnson",1241145,2017
"Beno Udrih",1241145,2017
"James Michael McAdoo",1241145,2017
"JaMychal Green",1241145,2017
"Louis Amundson",1241145,2017
"Jerami Grant",1241145,2017
"Damjan Rudez",1241145,2017
"Elton Brand",1240599,2017
"Axel Toupane",1237477,2017
"Stephen Zimmerman",1202622,2017
"Andrew Harrison",1196292,2017
"Bobby Brown",1190051,2017
"Tyler Ulis",1162579,2017
"Jason Thompson",1130886,2017
"Raul Neto",1111222,2017
"Malcolm Brogdon",1107678,2017
"Christian Wood",1107217,2017
"Cristiano Felicio",1107217,2017
"Jordan McRae",1107217,2017
"Salah Mejri",1107217,2017
"Darrun Hilliard",1107217,2017
"Josh Richardson",1107217,2017
"TJ McConnell",1107217,2017
"Alan Williams",1107217,2017
"Pat Connaughton",1107217,2017
"Jonathon Simmons",1107217,2017
"Norman Powell",1107217,2017
"Paul Zipser",949438,2017
"Spencer Dinwiddie",919907,2017
"Ryan Kelly",902985,2017
"Jonathan Gibson",849868,2017
"Joel Anthony",840328,2017
"Troy Williams",825586,2017
"AJ Hammons",822846,2017
"Michael Gbinije",822846,2017
"Georges Niang",822846,2017
"Briante Weber",789231,2017
"Donatas Motiejunas",769033,2017
"Jake Layman",759550,2017
"Joel Bolomboy",759550,2017
"John Lucas",734667,2017
"Gary Payton II",732505,2017
"Toney Douglas",715076,2017
"Treveon Graham",687989,2017
"Kay Felder",687989,2017
"Nicolas Brussino",687989,2017
"Dorian Finney-Smith",687989,2017
"Patrick McCaw",687989,2017
"Kyle Wiltjer",687989,2017
"Chinanu Onuaku",687989,2017
"Diamond Stone",687989,2017
"Rodney McGruder",687989,2017
"Cheick Diallo",687989,2017
"Ron Baker",687989,2017
"Marshall Plumlee",687989,2017
"Maurice Ndour",687989,2017
"Semaj Christon",687989,2017
"Derrick Jones",687989,2017
"Tim Quarterman",687989,2017
"Davis Bertans",687989,2017
"Bryn Forbes",687989,2017
"Fred VanVleet",687989,2017
"Daniel Ochefu",687989,2017
"Sheldon Mac",687989,2017
"Danuel House",687989,2017
"Chasson Randle",685076,2017
"Arinze Onuaku",540262,2017
"Yogi Ferrell",518140,2017
"Johnny O'Bryant",496453,2017
"Aaron Harrison",462425,2017
"Okaro White",393694,2017
"Isaiah Taylor",386104,2017
"Norris Cole",364750,2017
"Ben Bentil",356947,2017
"Jarell Eddie",351795,2017
"Elliot Williams",316479,2017
"Yi Jianlian",316479,2017
"Lamar Patterson",307571,2017
"Jordan Crawford",297389,2017
"Nicolas Laprovittola",259008,2017
"Reggie Williams",244710,2017
"Pierre Jackson",242814,2017
"Brandon Paul",196217,2017
"Shawn Long",195599,2017
"Robbie Hummel",189887,2017
"Jarnell Stokes",189887,2017
"Mike Tobey",175882,2017
"Patricio Garino",167059,2017
"Jarrod Uthoff",164467,2017
"Marcus Paige",158239,2017
"Ray McCallum",151268,2017
"Manny Harris",151268,2017
"Wayne Selden",145689,2017
"Egidijus Mockevicius",126591,2017
"Stefan Jankovic",126591,2017
"JP Tokoto",126591,2017
"Isaiah Cousins",126591,2017
"Quinn Cook",121405,2017
"Marcus Georges-Hunt",112583,2017
"Jordan Farmar",105040,2017
"Prince Ibeh",97792,2017
"Keith Benson",94943,2017
"Kaleb Tarczewski",94943,2017
"Ryan Arcidiacono",94943,2017
"Henry Sims",94943,2017
"Quincy Ford",94943,2017
"Alex Poythress",93352,2017
"David Nwaba",93080,2017
"Gary Neal",91390,2017
"Kyle Collinsworth",88614,2017
"Thomas Walkup",87981,2017
"James Webb",82284,2017
"Zach Auguste",75955,2017
"Brady Heslip",71524,2017
"Matt Costello",63295,2017
"Damion Lee",63295,2017
"Nate Wolters",63295,2017
"DJ Kennedy",63295,2017
"Scott Wood",63295,2017
"Elgin Cook",63295,2017
"Julyan Stone",63295,2017
"Alex Caruso",63295,2017
"Anthony Barber",63295,2017
"Dionte Christmas",63295,2017
"EJ Singler",63295,2017
"Beau Beech",56966,2017
"Phil Pressey",44307,2017
"Nikola Jovanovic",37977,2017
"Jalen Jones",31647,2017
"Nick Zeisloft",31647,2017
"Tony Wroten",31647,2017
"Dahntay Jones",30409,2017
"Stephen Curry",43199600,2018
"LeBron James",41459735,2018
"Paul Millsap",38325281,2018
"Gordon Hayward",37028229,2018
"Blake Griffin",36760431,2018
"Kyle Lowry",36001633,2018
"Mike Conley",35536916,2018
"James Harden",35248928,2018
"Russell Westbrook",35248928,2018
"DeMar DeRozan",34552126,2018
"Al Horford",34545188,2018
"Carmelo Anthony",32688483,2018
"Damian Lillard",32575505,2018
"Jrue Holiday",31994583,2018
"Chris Bosh",31499746,2018
"Kevin Durant",31139290,2018
"Otto Porter",30856857,2018
"Chris Paul",30228726,2018
"CJ McCollum",29847101,2018
"Andre Drummond",29614095,2018
"Hassan Whiteside",29614095,2018
"Anthony Davis",29614095,2018
"Bradley Beal",29614095,2018
"Dwight Howard",29270933,2018
"Harrison Barnes",28787656,2018
"Chandler Parsons",28787656,2018
"JJ Redick",28648147,2018
"Kevin Love",28202668,2018
"DeAndre Jordan",28202668,2018
"Brook Lopez",28202668,2018
"Marc Gasol",28202668,2018
"Giannis Antetokounmpo",27990374,2018
"Steven Adams",27990374,2018
"Nicolas Batum",27944129,2018
"LaMarcus Aldridge",26731225,2018
"Greg Monroe",26635521,2018
"Rudy Gobert",26436907,2018
"Victor Oladipo",26157004,2018
"Danilo Gallinari",25608453,2018
"Serge Ibaka",24988320,2018
"George Hill",24911432,2018
"Ryan Anderson",24386368,2018
"Paul George",24039532,2018
"Jeff Teague",23665861,2018
"Kyrie Irving",23502225,2018
"Kawhi Leonard",23502224,2018
"Jimmy Butler",23288350,2018
"Allen Crabbe",23043075,2018
"DeMarcus Cousins",22499819,2018
"John Wall",22499819,2018
"Enes Kanter",22276022,2018
"Wesley Matthews",22276021,2018
"Dwyane Wade",22269140,2018
"Klay Thompson",22203746,2018
"Joakim Noah",22127580,2018
"Kentavious Caldwell-Pope",22103782,2018
"Luol Deng",21411376,2018
"Evan Turner",21338072,2018
"Goran Dragic",21175278,2018
"Bismack Biyombo",21174717,2018
"Evan Fournier",21174717,2018
"Kent Bazemore",21062755,2018
"Robert Covington",20798683,2018
"Tim Hardaway Jr",20551931,2018
"Tristan Thompson",20427374,2018
"Draymond Green",20427374,2018
"Reggie Jackson",19929146,2018
"Tobias Harris",19929146,2018
"Pau Gasol",19929146,2018
"Ian Mahinmi",19929146,2018
"Dennis Schroeder",19306360,2018
"Jonas Valanciunas",19257378,2018
"Tony Parker",19247975,2018
"Timofey Mozgov",19032334,2018
"Jamal Crawford",19020827,2018
"Andre Iguodala",18452913,2018
"DeMarre Carroll",18434460,2018
"Eric Bledsoe",18060788,2018
"Gorgui Dieng",17577955,2018
"Khris Middleton",17562560,2018
"Ricky Rubio",17562560,2018
"Mason Plumlee",17489190,2018
"Taj Gibson",17438002,2018
"Robin Lopez",17174564,2018
"JR Smith",17139065,2018
"James Johnson",17106680,2018
"Joe Ingles",16985068,2018
"Brandon Knight",16963128,2018
"Marvin Williams",16402621,2018
"Michael Kidd-Gilchrist",16192431,2018
"Tyson Chandler",16192431,2018
"Eric Gordon",16121458,2018
"Kenneth Faried",16094464,2018
"Thaddeus Young",16094464,2018
"Marcin Gortat",15921655,2018
"Cody Zeller",15674609,2018
"Nikola Mirotic",15569645,2018
"Miles Plumlee",15445088,2018
"Zach Randolph",15330112,2018
"Nikola Vucevic",15258252,2018
"Solomon Hill",15241480,2018
"Dion Waiters",15071416,2018
"Wilson Chandler",14967852,2018
"Kelly Olynyk",14955789,2018
"Jeremy Lin",14946859,2018
"Kemba Walker",14946859,2018
"Derrick Favors",14946859,2018
"Austin Rivers",14728884,2018
"Courtney Lee",14632838,2018
"Nikola Pekovic",14448630,2018
"Jordan Clarkson",14401922,2018
"John Henson",14227586,2018
"Amir Johnson",13701287,2018
"Alec Burks",13508854,2018
"Patrick Mills",13345410,2018
"Moe Harkless",13281433,2018
"Omer Asik",13197460,2018
"Bojan Bogdanovic",13078502,2018
"Mirza Teletovic",13078502,2018
"Terrence Ross",13078502,2018
"Jon Leuer",13075162,2018
"Iman Shumpert",12875572,2018
"Joe Johnson",12773217,2018
"Darren Collison",12455716,2018
"Jared Dudley",12455716,2018
"Danny Green",12455716,2018
"Meyers Leonard",12336758,2018
"Tony Snell",12233293,2018
"Al Jefferson",12169011,2018
"Matthew Dellavedova",11966829,2018
"Trevor Booker",11921536,2018
"Bogdan Bogdanovic",11796328,2018
"Andre Roberson",11533071,2018
"Dwight Powell",11214037,2018
"Jerryd Bayless",11210144,2018
"Avery Bradley",10972226,2018
"JaMychal Green",10628877,2018
"E'Twaun Moore",10518882,2018
"Rudy Gay",10470275,2018
"Kosta Koufos",10454082,2018
"Corey Brewer",10096123,2018
"Garrett Temple",9964573,2018
"Vince Carter",9964573,2018
"Markieff Morris",9964573,2018
"CJ Miles",9885490,2018
"Cristiano Felicio",9769641,2018
"Shaun Livingston",9581320,2018
"Cory Joseph",9503711,2018
"PJ Tucker",9453932,2018
"Andrew Wiggins",9434360,2018
"Darrell Arthur",9298082,2018
"Channing Frye",9243277,2018
"Trevor Ariza",9217230,2018
"Al-Farouq Aminu",9116382,2018
"Cole Aldrich",9092672,2018
"DJ Augustin",9030394,2018
"Marco Belinelli",8821482,2018
"Markelle Fultz",8751685,2018
"Jeremy Lamb",8719001,2018
"Kyle Korver",8719001,2018
"Louis Williams",8719001,2018
"Jameer Nelson",8717655,2018
"Dewayne Dedmon",8594444,2018
"Jae Crowder",8465050,2018
"Jabari Parker",8447955,2018
"Langston Galloway",8303811,2018
"Lance Thomas",8289684,2018
"Ersan Ilyasova",8114011,2018
"Matt Barnes",7972436,2018
"Ed Davis",7912532,2018
"Rajon Rondo",7847100,2018
"Jonathon Simmons",7847101,2018
"Lonzo Ball",7830360,2018
"Wayne Ellington",7809734,2018
"Isaiah Thomas",7799014,2018
"Karl-Anthony Towns",7743519,2018
"Ben Simmons",7683732,2018
"Joel Embiid",7598318,2018
"Josh McRoberts",7499804,2018
"Ishmael Smith",7473429,2018
"Milos Teodosic",7473429,2018
"Shelvin Mack",7473429,2018
"Alan Williams",7473429,2018
"Brandan Wright",7418324,2018
"Wesley Johnson",7325530,2018
"Boban Marjanovic",7325530,2018
"Tyler Johnson",7250796,2018
"Alex Abrines",7130897,2018
"Jayson Tatum",7031750,2018
"D'Angelo Russell",6928317,2018
"Brandon Ingram",6874808,2018
"Josh Smith",6869085,2018
"Patrick Beverley",6867476,2018
"Aaron Gordon",6856148,2018
"Deron Williams",6819239,2018
"Arron Afflalo",6637217,2018
"Anthony Tolliver",6589073,2018
"Thabo Sefolosha",6539251,2018
"Jason Smith",6508111,2018
"Ben McLemore",6476972,2018
"Nick Young",6467007,2018
"Patrick Patterson",6467007,2018
"Josh Jackson",6340009,2018
"Mike Muscala",6227858,2018
"Marcus Morris",6227858,2018
"Dirk Nowitzki",6227858,2018
"Larry Sanders",6227858,2018
"Jahlil Okafor",6221779,2018
"Dante Exum",6218373,2018
"Alexis Ajinca",6180274,2018
"Jaylen Brown",6173650,2018
"Richard Jefferson",6014431,2018
"Sean Kilpatrick",5946911,2018
"Kyle Singler",5812460,2018
"De'Aaron Fox",5741088,2018
"Marcus Smart",5652427,2018
"Kristaps Porzingis",5609556,2018
"Justin Holiday",5605072,2018
"Dragan Bender",5566210,2018
"Devin Harris",5483686,2018
"Ron Baker",5390834,2018
"Aron Baynes",5355958,2018
"Nerlens Noel",5215954,2018
"Alex Len",5215954,2018
"Jonathan Isaac",5214361,2018
"Lance Stephenson",5206489,2018
"Julius Randle",5168178,2018
"Kyle O'Quinn",5091274,2018
"Mario Hezonja",5079839,2018
"Kris Dunn",5040529,2018
"Noah Vonleh",5020921,2018
"Jonas Jerebko",4982286,2018
"Nemanja Bjelica",4920007,2018
"Jose Juan Barea",4862587,2018
"Quincy Pondexter",4800347,2018
"Lauri Markkanen",4760126,2018
"Nik Stauskas",4742073,2018
"Willie Cauley-Stein",4613796,2018
"Paul Pierce",4583504,2018
"Buddy Hield",4578073,2018
"Will Barton",4401019,2018
"Frank Ntilikina",4360895,2018
"Lavoy Allen",4359500,2018
"Zaza Pachulia",4331599,2018
"Nenê",4331599,2018
"Troy Daniels",4245555,2018
"Emmanuel Mudiay",4211875,2018
"Jamal Murray",4179291,2018
"Elfrid Payton",4150668,2018
"Doug McDermott",4104151,2018
"Tarik Black",4097930,2018
"Tyreke Evans",4097930,2018
"Jodie Meeks",4097930,2018
"Dennis Smith",4008598,2018
"Zach LaVine",3988590,2018
"Ekpe Udoh",3985829,2018
"TJ Warren",3927200,2018
"Stanley Johnson",3858531,2018
"Thon Maker",3844810,2018
"Marquese Chriss",3828638,2018
"Zach Collins",3808011,2018
"Seth Curry",3772101,2018
"James Ennis",3772101,2018
"Mindaugas Kuzminskas",3772101,2018
"Tomas Satoransky",3736714,2018
"Ramon Sessions",3719852,2018
"Jusuf Nurkic",3671078,2018
"Lucas Nogueira",3671078,2018
"Malik Monk",3617737,2018
"Frank Kaminsky",3546889,2018
"Andrew Nicholson",3542940,2018
"Jakob Poeltl",3519537,2018
"Luke Kennard",3436880,2018
"Justise Winslow",3369321,2018
"Michael Carter-Williams",3363043,2018
"Cedi Osman",3291867,2018
"Donovan Mitchell",3264992,2018
"Gary Harris",3176276,2018
"Domantas Sabonis",3176207,2018
"Derrick Rose",3155640,2018
"Malcolm Delaney",3113929,2018
"Reggie Bullock",3113929,2018
"Manu Ginobili",3113929,2018
"Bam Adebayo",3101921,2018
"Georgios Papagiannis",3097433,2018
"Myles Turner",3092804,2018
"Bruno Caboclo",3053175,2018
"Ronnie Price",3042252,2018
"Trey Lyles",3040938,2018
"Taurean Prince",3017472,2018
"Dario Saric",3017472,2018
"Rodney Hood",2973010,2018
"Justin Jackson",2946474,2018
"Shabazz Napier",2941241,2018
"Rashad Vaughn",2912959,2018
"Clint Capela",2907821,2018
"Jose Calderon",2900502,2018
"David West",2900502,2018
"Udonis Haslem",2900502,2018
"Jason Terry",2900502,2018
"Jarrett Jack",2900502,2018
"Raymond Felton",2900502,2018
"Nick Collison",2900502,2018
"Devin Booker",2888929,2018
"Dante Cunningham",2864814,2018
"Wade Baldwin",2807881,2018
"Guerschon Yabusele",2799397,2018
"Justin Patton",2799397,2018
"Monta Ellis",2796806,2018
"Cameron Payne",2744542,2018
"Denzel Valentine",2723317,2018
"Kyle Anderson",2680101,2018
"DJ Wilson",2659345,2018
"Jeff Green",2636819,2018
"JaVale McGee",2636819,2018
"Luc Mbah a Moute",2636819,2018
"Aaron Brooks",2636819,2018
"Michael Beasley",2636819,2018
"Marreese Speights",2636819,2018
"Omri Casspi",2623759,2018
"Mario Chalmers",2623680,2018
"Darius Miller",2615700,2018
"Kelly Oubre",2607031,2018
"Juan Hernangomez",2586852,2018
"TJ Leaf",2526467,2018
"Spencer Hawes",2499934,2018
"Tim Frazier",2491143,2018
"Terry Rozier",2476844,2018
"Luke Babbitt",2458956,2018
"John Collins",2412572,2018
"Shabazz Muhammad",2397419,2018
"Harry Giles",2316015,2018
"Troy Williams",2294561,2018
"Sam Dekker",2235302,2018
"Terrance Ferguson",2223345,2018
"Henry Ellenson",2218113,2018
"Eric Moreland",2167294,2018
"Jerian Grant",2134710,2018
"Jarrett Allen",2134561,2018
"Quincy Acy",2129352,2018
"Tyler Zeller",2129352,2018
"Jordan Crawford",2129352,2018
"Mike Scott",2129352,2018
"Malik Beasley",2118268,2018
"Ante Zizic",2049214,2018
"Delon Wright",2049214,2018
"OG Anunoby",2049214,2018
"Caris LeVert",2033370,2018
"Mike Dunleavy",1992914,2018
"Timothe Luwawu",1986176,2018
"Tyler Lydon",1967305,2018
"Justin Anderson",1967305,2018
"Ian Clark",1964552,2018
"DeAndre Bembry",1952059,2018
"Shane Larkin",1898631,2018
"Joe Harris",1898631,2018
"Spencer Dinwiddie",1898631,2018
"Julyan Stone",1898631,2018
"Glenn Robinson III",1898631,2018
"Tyler Ennis",1898631,2018
"Johnny O'Bryant",1898631,2018
"Jerami Grant",1898631,2018
"Joffrey Lauvergne",1898631,2018
"Bobby Portis",1888685,2018
"DeAndre Liggins",1875758,2018
"Malachi Richardson",1874037,2018
"Tony Allen",1832711,2018
"Willie Reed",1832711,2018
"Larry Nance Jr",1832711,2018
"Salah Mejri",1832711,2018
"Nikola Jokic",1832711,2018
"Kevon Looney",1832711,2018
"Joseph Young",1832711,2018
"Montrezl Harrell",1832711,2018
"Jarell Martin",1832711,2018
"Josh Richardson",1832711,2018
"Jordan Mickey",1832711,2018
"Tyus Jones",1832711,2018
"Josh Huestis",1832711,2018
"Richaun Holmes",1832711,2018
"TJ McConnell",1832711,2018
"Pat Connaughton",1832711,2018
"Norman Powell",1832711,2018
"Raul Neto",1832711,2018
"Chris McCullough",1832711,2018
"Furkan Korkmaz",1825908,2018
"Caleb Swanigan",1825908,2018
"Okaro White",1819689,2018
"Rondae Hollis-Jefferson",1813203,2018
"Willy Hernangomez",1788329,2018
"Kyle Kuzma",1773145,2018
"Tony Bradley",1762384,2018
"Derrick White",1749529,2018
"Josh Hart",1736974,2018
"Gerald Green",1720636,2018
"Brice Johnson",1658055,2018
"Diamond Stone",1634951,2018
"Isaiah Taylor",1634951,2018
"Sheldon Mac",1634951,2018
"Isaiah Whitehead",1634951,2018
"Treveon Graham",1634951,2018
"Paul Zipser",1634951,2018
"David Nwaba",1634951,2018
"Dorian Finney-Smith",1634951,2018
"Yogi Ferrell",1634951,2018
"Patrick McCaw",1634951,2018
"Damian Jones",1634951,2018
"Chinanu Onuaku",1634951,2018
"Ivica Zubac",1634951,2018
"Deyonta Davis",1634951,2018
"Andrew Harrison",1634951,2018
"Wayne Selden",1634951,2018
"Rodney McGruder",1634951,2018
"AJ Hammons",1634951,2018
"Malcolm Brogdon",1634951,2018
"Marcus Georges-Hunt",1634951,2018
"Cheick Diallo",1634951,2018
"Chasson Randle",1634951,2018
"Tyler Ulis",1634951,2018
"Jake Layman",1634951,2018
"Skal Labissiere",1634951,2018
"Dejounte Murray",1634951,2018
"Bryn Forbes",1634951,2018
